1,0,1880,892,128,104,1,-1,-1,-1
1,1,1504,912,188,116,1,-1,-1,-1
1,2,1104,924,60,104,1,-1,-1,-1
1,3,2436,848,124,184,1,-1,-1,-1
1,4,1748,860,148,108,1,-1,-1,-1
1,5,2036,876,116,140,1,-1,-1,-1
1,6,1212,872,112,140,1,-1,-1,-1
1,7,1636,784,96,104,1,-1,-1,-1
1,8,1560,840,48,80,1,-1,-1,-1
1,9,740,808,108,32,1,-1,-1,-1
1,10,1384,880,140,116,1,-1,-1,-1
1,11,2048,808,60,80,1,-1,-1,-1
1,12,1476,880,92,144,1,-1,-1,-1
2,0,1880,892,128,104,1,-1,-1,-1
2,1,1505,912,188,116,1,-1,-1,-1
2,2,1104,924,60,104,1,-1,-1,-1
2,3,2436,848,124,184,1,-1,-1,-1
2,4,1748,860,148,108,1,-1,-1,-1
2,5,2036,876,116,140,1,-1,-1,-1
2,6,1212,872,112,140,1,-1,-1,-1
2,7,1635,784,96,104,1,-1,-1,-1
2,8,1560,840,48,80,1,-1,-1,-1
2,9,740,808,108,32,1,-1,-1,-1
2,10,1384,880,140,116,1,-1,-1,-1
2,11,2048,808,60,80,1,-1,-1,-1
2,12,1476,879,92,144,1,-1,-1,-1
3,0,1881,893,128,104,1,-1,-1,-1
3,1,1505,912,188,116,1,-1,-1,-1
3,2,1105,924,60,104,1,-1,-1,-1
3,3,2437,848,123,184,1,-1,-1,-1
3,4,1748,861,148,108,1,-1,-1,-1
3,5,2037,877,116,140,1,-1,-1,-1
3,6,1212,872,112,140,1,-1,-1,-1
3,7,1635,785,96,104,1,-1,-1,-1
3,8,1560,840,48,80,1,-1,-1,-1
3,9,741,808,108,32,1,-1,-1,-1
3,10,1385,880,140,116,1,-1,-1,-1
3,11,2049,808,60,80,1,-1,-1,-1
3,12,1477,880,92,144,1,-1,-1,-1
4,0,1881,893,128,104,1,-1,-1,-1
4,1,1505,912,188,116,1,-1,-1,-1
4,2,1105,924,60,104,1,-1,-1,-1
4,3,2438,848,122,184,1,-1,-1,-1
4,4,1748,861,148,108,1,-1,-1,-1
4,5,2037,877,116,140,1,-1,-1,-1
4,6,1213,872,112,140,1,-1,-1,-1
4,7,1634,785,96,104,1,-1,-1,-1
4,8,1561,841,48,80,1,-1,-1,-1
4,9,741,808,108,32,1,-1,-1,-1
4,10,1385,880,140,116,1,-1,-1,-1
4,11,2049,808,60,80,1,-1,-1,-1
4,12,1477,880,92,144,1,-1,-1,-1
5,0,1881,893,128,104,1,-1,-1,-1
5,1,1506,913,188,116,1,-1,-1,-1
5,2,1105,925,60,104,1,-1,-1,-1
5,3,2438,848,122,184,1,-1,-1,-1
5,4,1747,861,148,108,1,-1,-1,-1
5,5,2038,876,116,140,1,-1,-1,-1
5,6,1213,873,112,140,1,-1,-1,-1
5,7,1633,786,96,104,1,-1,-1,-1
5,8,1562,841,48,80,1,-1,-1,-1
5,9,741,808,108,32,1,-1,-1,-1
5,10,1386,880,140,116,1,-1,-1,-1
5,11,2050,808,60,80,1,-1,-1,-1
5,12,1477,880,92,144,1,-1,-1,-1
6,0,1881,893,128,104,1,-1,-1,-1
6,1,1506,913,188,116,1,-1,-1,-1
6,2,1105,925,60,104,1,-1,-1,-1
6,3,2438,848,122,184,1,-1,-1,-1
6,4,1746,861,148,108,1,-1,-1,-1
6,5,2038,876,116,140,1,-1,-1,-1
6,6,1213,872,112,140,1,-1,-1,-1
6,7,1633,786,96,104,1,-1,-1,-1
6,8,1562,841,48,80,1,-1,-1,-1
6,9,742,808,108,32,1,-1,-1,-1
6,10,1386,880,140,116,1,-1,-1,-1
6,11,2050,808,60,80,1,-1,-1,-1
6,12,1478,880,92,144,1,-1,-1,-1
7,0,1882,893,128,104,1,-1,-1,-1
7,1,1506,913,188,116,1,-1,-1,-1
7,2,1106,925,60,104,1,-1,-1,-1
7,3,2438,848,122,184,1,-1,-1,-1
7,4,1746,862,148,108,1,-1,-1,-1
7,5,2039,876,116,140,1,-1,-1,-1
7,6,1214,872,112,140,1,-1,-1,-1
7,7,1633,786,96,104,1,-1,-1,-1
7,8,1563,841,48,80,1,-1,-1,-1
7,9,743,808,108,32,1,-1,-1,-1
7,10,1387,880,140,116,1,-1,-1,-1
7,11,2050,808,60,80,1,-1,-1,-1
7,12,1478,880,92,144,1,-1,-1,-1
8,0,1882,893,128,104,1,-1,-1,-1
8,1,1506,913,188,116,1,-1,-1,-1
8,2,1106,924,60,104,1,-1,-1,-1
8,3,2438,848,122,184,1,-1,-1,-1
8,4,1746,863,148,108,1,-1,-1,-1
8,5,2040,876,116,140,1,-1,-1,-1
8,6,1214,872,112,140,1,-1,-1,-1
8,7,1633,786,96,104,1,-1,-1,-1
8,8,1563,841,48,80,1,-1,-1,-1
8,9,743,808,108,32,1,-1,-1,-1
8,10,1387,880,140,116,1,-1,-1,-1
8,11,2051,808,60,80,1,-1,-1,-1
8,12,1478,880,92,144,1,-1,-1,-1
9,0,1884,892,128,104,1,-1,-1,-1
9,1,1520,912,176,108,1,-1,-1,-1
9,2,1104,924,60,112,1,-1,-1,-1
9,3,2440,848,120,184,1,-1,-1,-1
9,4,1744,860,156,104,1,-1,-1,-1
9,5,2048,876,108,144,1,-1,-1,-1
9,6,1220,872,112,144,1,-1,-1,-1
9,7,1644,792,76,100,1,-1,-1,-1
9,8,1568,840,40,80,1,-1,-1,-1
9,9,744,808,108,32,1,-1,-1,-1
9,10,1392,884,132,112,1,-1,-1,-1
9,11,2052,808,60,76,1,-1,-1,-1
9,12,1468,808,72,80,1,-1,-1,-1
10,0,1884,892,128,104,1,-1,-1,-1
10,1,1520,912,176,108,1,-1,-1,-1
10,2,1104,924,60,112,1,-1,-1,-1
10,3,2440,848,120,184,1,-1,-1,-1
10,4,1744,860,156,104,1,-1,-1,-1
10,5,2049,876,108,144,1,-1,-1,-1
10,6,1220,872,112,144,1,-1,-1,-1
10,7,1644,792,76,100,1,-1,-1,-1
10,8,1568,840,40,80,1,-1,-1,-1
10,9,744,808,108,32,1,-1,-1,-1
10,10,1392,884,132,112,1,-1,-1,-1
10,11,2052,808,60,76,1,-1,-1,-1
10,12,1467,808,72,80,1,-1,-1,-1
11,0,1884,892,128,104,1,-1,-1,-1
11,1,1520,913,176,108,1,-1,-1,-1
11,2,1104,924,60,112,1,-1,-1,-1
11,3,2440,848,120,184,1,-1,-1,-1
11,4,1744,860,156,104,1,-1,-1,-1
11,5,2049,877,108,144,1,-1,-1,-1
11,6,1221,873,112,144,1,-1,-1,-1
11,7,1644,792,76,100,1,-1,-1,-1
11,8,1569,841,40,80,1,-1,-1,-1
11,9,745,808,108,32,1,-1,-1,-1
11,10,1394,885,132,112,1,-1,-1,-1
11,11,2053,808,60,76,1,-1,-1,-1
11,12,1465,808,72,80,1,-1,-1,-1
12,0,1885,892,128,104,1,-1,-1,-1
12,1,1520,913,176,108,1,-1,-1,-1
12,2,1104,924,60,112,1,-1,-1,-1
12,3,2441,848,119,184,1,-1,-1,-1
12,4,1744,861,156,104,1,-1,-1,-1
12,5,2050,877,108,144,1,-1,-1,-1
12,6,1221,873,112,144,1,-1,-1,-1
12,7,1644,792,76,100,1,-1,-1,-1
12,8,1570,841,40,80,1,-1,-1,-1
12,9,745,808,108,32,1,-1,-1,-1
12,10,1393,885,132,112,1,-1,-1,-1
12,11,2053,809,60,76,1,-1,-1,-1
12,12,1464,809,72,80,1,-1,-1,-1
13,0,1885,893,128,104,1,-1,-1,-1
13,1,1520,913,176,108,1,-1,-1,-1
13,2,1105,924,60,112,1,-1,-1,-1
13,3,2442,849,118,184,1,-1,-1,-1
13,4,1744,861,156,104,1,-1,-1,-1
13,5,2050,877,108,144,1,-1,-1,-1
13,6,1221,873,112,144,1,-1,-1,-1
13,7,1644,792,76,100,1,-1,-1,-1
13,8,1570,841,40,80,1,-1,-1,-1
13,9,746,808,108,32,1,-1,-1,-1
13,10,1393,885,132,112,1,-1,-1,-1
13,11,2053,809,60,76,1,-1,-1,-1
13,12,1463,809,72,80,1,-1,-1,-1
14,0,1886,893,128,104,1,-1,-1,-1
14,1,1521,913,176,108,1,-1,-1,-1
14,2,1106,923,60,112,1,-1,-1,-1
14,3,2442,849,118,184,1,-1,-1,-1
14,4,1744,861,156,104,1,-1,-1,-1
14,5,2051,877,108,144,1,-1,-1,-1
14,6,1221,873,112,144,1,-1,-1,-1
14,7,1644,792,76,100,1,-1,-1,-1
14,8,1571,841,40,80,1,-1,-1,-1
14,9,746,808,108,32,1,-1,-1,-1
14,10,1394,885,132,112,1,-1,-1,-1
14,11,2053,809,60,76,1,-1,-1,-1
14,12,1460,807,76,84,1,-1,-1,-1
15,0,1886,893,128,104,1,-1,-1,-1
15,1,1525,915,168,103,1,-1,-1,-1
15,2,1106,924,60,112,1,-1,-1,-1
15,3,2443,849,117,184,1,-1,-1,-1
15,4,1743,862,156,104,1,-1,-1,-1
15,5,2051,877,108,144,1,-1,-1,-1
15,6,1222,873,112,144,1,-1,-1,-1
15,7,1644,792,76,100,1,-1,-1,-1
15,8,1571,842,40,80,1,-1,-1,-1
15,9,746,808,108,32,1,-1,-1,-1
15,10,1394,884,132,112,1,-1,-1,-1
15,11,2054,809,60,76,1,-1,-1,-1
15,12,1459,807,76,84,1,-1,-1,-1
16,0,1887,893,128,104,1,-1,-1,-1
16,1,1525,915,168,103,1,-1,-1,-1
16,2,1107,924,60,112,1,-1,-1,-1
16,3,2443,849,117,184,1,-1,-1,-1
16,4,1744,862,156,104,1,-1,-1,-1
16,5,2051,877,108,144,1,-1,-1,-1
16,6,1222,872,112,144,1,-1,-1,-1
16,7,1644,793,76,100,1,-1,-1,-1
16,8,1572,842,40,80,1,-1,-1,-1
16,9,747,808,108,32,1,-1,-1,-1
16,10,1394,884,132,112,1,-1,-1,-1
16,11,2055,808,60,76,1,-1,-1,-1
16,12,1459,807,76,84,1,-1,-1,-1
17,0,1888,892,124,104,1,-1,-1,-1
17,1,1524,912,172,112,1,-1,-1,-1
17,2,1104,924,64,116,1,-1,-1,-1
17,3,2440,848,120,184,1,-1,-1,-1
17,4,1740,860,156,108,1,-1,-1,-1
17,5,2056,876,96,144,1,-1,-1,-1
17,6,1220,872,108,144,1,-1,-1,-1
17,7,1640,796,72,96,1,-1,-1,-1
17,8,1572,842,40,80,1,-1,-1,-1
17,9,748,808,104,28,1,-1,-1,-1
17,10,1392,892,88,104,1,-1,-1,-1
17,11,2055,808,60,76,1,-1,-1,-1
17,12,1459,807,76,84,1,-1,-1,-1
17,13,1892,804,116,80,1,-1,-1,-1
18,0,1888,892,124,104,1,-1,-1,-1
18,1,1524,912,172,112,1,-1,-1,-1
18,2,1104,924,64,116,1,-1,-1,-1
18,3,2440,848,120,184,1,-1,-1,-1
18,4,1740,860,156,108,1,-1,-1,-1
18,5,2056,876,96,144,1,-1,-1,-1
18,6,1220,872,108,144,1,-1,-1,-1
18,7,1639,797,72,96,1,-1,-1,-1
18,8,1573,841,40,80,1,-1,-1,-1
18,9,748,808,104,28,1,-1,-1,-1
18,10,1392,892,88,104,1,-1,-1,-1
18,11,2055,809,60,76,1,-1,-1,-1
18,12,1457,807,76,84,1,-1,-1,-1
18,13,1893,804,116,80,1,-1,-1,-1
19,0,1888,892,124,104,1,-1,-1,-1
19,1,1525,912,172,112,1,-1,-1,-1
19,2,1105,924,64,116,1,-1,-1,-1
19,3,2440,848,120,184,1,-1,-1,-1
19,4,1739,860,156,108,1,-1,-1,-1
19,5,2057,876,96,144,1,-1,-1,-1
19,6,1221,872,108,144,1,-1,-1,-1
19,7,1639,798,72,96,1,-1,-1,-1
19,8,1574,842,40,80,1,-1,-1,-1
19,9,748,808,104,28,1,-1,-1,-1
19,10,1393,892,88,104,1,-1,-1,-1
19,11,2056,808,60,76,1,-1,-1,-1
19,12,1455,807,76,84,1,-1,-1,-1
19,13,1895,804,116,80,1,-1,-1,-1
20,0,1889,892,124,104,1,-1,-1,-1
20,1,1525,912,172,112,1,-1,-1,-1
20,2,1105,925,64,116,1,-1,-1,-1
20,3,2441,848,119,184,1,-1,-1,-1
20,4,1739,860,156,108,1,-1,-1,-1
20,5,2058,876,96,144,1,-1,-1,-1
20,6,1221,872,108,144,1,-1,-1,-1
20,7,1639,798,72,96,1,-1,-1,-1
20,8,1574,842,40,80,1,-1,-1,-1
20,9,749,808,104,28,1,-1,-1,-1
20,10,1393,892,88,104,1,-1,-1,-1
20,11,2057,808,60,76,1,-1,-1,-1
20,12,1453,807,76,84,1,-1,-1,-1
20,13,1897,804,116,80,1,-1,-1,-1
21,0,1890,892,124,104,1,-1,-1,-1
21,1,1525,912,172,112,1,-1,-1,-1
21,2,1105,924,64,116,1,-1,-1,-1
21,3,2442,849,118,184,1,-1,-1,-1
21,4,1739,861,156,108,1,-1,-1,-1
21,5,2057,876,96,144,1,-1,-1,-1
21,6,1222,872,108,144,1,-1,-1,-1
21,7,1638,798,72,96,1,-1,-1,-1
21,8,1574,841,40,80,1,-1,-1,-1
21,9,750,808,104,28,1,-1,-1,-1
21,10,1393,892,88,104,1,-1,-1,-1
21,11,2057,808,60,76,1,-1,-1,-1
21,12,1452,808,76,84,1,-1,-1,-1
21,13,1898,804,116,80,1,-1,-1,-1
22,0,1891,892,124,104,1,-1,-1,-1
22,1,1526,912,172,112,1,-1,-1,-1
22,2,1106,924,64,116,1,-1,-1,-1
22,3,2443,849,117,184,1,-1,-1,-1
22,4,1739,861,156,108,1,-1,-1,-1
22,5,2058,876,96,144,1,-1,-1,-1
22,6,1223,873,108,144,1,-1,-1,-1
22,7,1638,799,72,96,1,-1,-1,-1
22,8,1575,841,40,80,1,-1,-1,-1
22,9,750,808,104,28,1,-1,-1,-1
22,10,1394,893,88,104,1,-1,-1,-1
22,11,2057,808,60,76,1,-1,-1,-1
22,12,1451,808,76,84,1,-1,-1,-1
22,13,1899,804,116,80,1,-1,-1,-1
23,0,1890,892,124,104,1,-1,-1,-1
23,1,1526,912,172,112,1,-1,-1,-1
23,2,1107,924,64,116,1,-1,-1,-1
23,3,2443,849,117,184,1,-1,-1,-1
23,4,1738,861,156,108,1,-1,-1,-1
23,5,2059,877,96,144,1,-1,-1,-1
23,6,1223,872,108,144,1,-1,-1,-1
23,7,1637,799,72,96,1,-1,-1,-1
23,8,1576,842,38,76,1,-1,-1,-1
23,9,750,808,104,28,1,-1,-1,-1
23,10,1394,893,88,104,1,-1,-1,-1
23,11,2058,808,60,76,1,-1,-1,-1
23,12,1450,809,76,84,1,-1,-1,-1
23,13,1901,804,116,80,1,-1,-1,-1
24,0,1891,892,124,104,1,-1,-1,-1
24,1,1526,912,172,112,1,-1,-1,-1
24,2,1107,924,64,116,1,-1,-1,-1
24,3,2443,849,117,184,1,-1,-1,-1
24,4,1737,860,156,108,1,-1,-1,-1
24,5,2059,878,96,144,1,-1,-1,-1
24,6,1223,872,108,144,1,-1,-1,-1
24,7,1637,799,72,96,1,-1,-1,-1
24,8,1576,840,40,80,1,-1,-1,-1
24,9,751,808,104,28,1,-1,-1,-1
24,10,1394,892,88,104,1,-1,-1,-1
24,11,2058,808,60,76,1,-1,-1,-1
24,12,1447,810,76,84,1,-1,-1,-1
24,13,1902,804,116,80,1,-1,-1,-1
25,0,1892,892,124,104,1,-1,-1,-1
25,1,1532,912,164,112,1,-1,-1,-1
25,2,1108,924,64,112,1,-1,-1,-1
25,3,2444,848,112,184,1,-1,-1,-1
25,4,1740,864,148,108,1,-1,-1,-1
25,5,2052,876,108,144,1,-1,-1,-1
25,6,1220,892,112,124,1,-1,-1,-1
25,7,1636,796,76,100,1,-1,-1,-1
25,8,1576,840,40,80,1,-1,-1,-1
25,9,748,808,108,28,1,-1,-1,-1
25,10,1396,892,112,104,1,-1,-1,-1
25,11,2056,808,64,76,1,-1,-1,-1
25,12,1444,824,80,68,1,-1,-1,-1
25,13,1912,800,132,88,1,-1,-1,-1
26,0,1893,892,124,104,1,-1,-1,-1
26,1,1532,912,164,112,1,-1,-1,-1
26,2,1108,924,64,112,1,-1,-1,-1
